,Movie,Tags
2947,Angel Heart,angel heart horror mystery thriller alanparker mickeyrourke robertdeniro lisabonet private investigator hire man call Louis Cyphre track singer name Johnny Favorite   investigation take unexpected somber turn
2948,Men of Honor,men of honor biography drama georgetillmanjr cubagoodingjr  robertdeniro charlizetheron story Carl Brashear   first AfricanAmerican US Navy Diver   man train
2949,Lethal Weapon 2,lethal weapon   action crime thriller richarddonner melgibson dannyglover joepesci Riggs Murtaugh trail south african diplomat use immunity engage criminal activity
2950,Papillon,papillon adventure biography crime michaelnoer charliehunnam damijanoklopdzic christopherfairbank wrongfully convict murder   Henri Charriere form unlikely relationship fellow inmate quirky convict counterfeiter   Louis Dega   attempt escape notorious penal colony Devil s Island
2951,Cold Mountain,cold mountain adventure drama romance anthonyminghella judelaw nicolekidman ren ezellweger wane day American Civil War   wound soldier embark perilous journey back home Cold Mountain   North Carolina reunite sweetheart
2952,Gosford Park,gosford park comedy drama mystery robertaltman maggiesmith ryanphillippe michaelgambon Set s   group pretentious rich famous get together weekend relaxation hunting resort   murder occur   one interesting character become suspect
2953,Beomjoidosi,beomjoidosi action crime thriller yunsungkang madong seok yoonkyesang jojae yoon base real event   crime action film depict Seoul detective s attempt keep peace two ChineseKorean gang battle turf neighborhood
2954,The Fountain,the fountain drama mystery romance darrenaronofsky hughjackman rachelweisz seanpatrickthomas modernday scientist   Tommy struggle mortality   desperately search medical breakthrough save life cancerstricken wife   Izzi
2955,Death on the Nile,death on the nile crime drama mystery johnguillermin peterustinov miafarrow simonmaccorkindale Hercule Poirot enjoy luxurious cruise Nile   newlywe heiress find murder board   Poirot identify killer ship reach end journey
2956,The Age of Innocence,the age of innocence drama romance martinscorsese danielday lewis michellepfeiffer winonaryder tale nineteenthcentury New York high society young lawyer fall love woman separate husband   engage woman s cousin
2957,Somewhere in Time,somewhere in time drama fantasy romance jeannotszwarc christopherreeve janeseymour christopherplummer Chicago playwright use selfhypnosis travel back time meet actress whose vintage portrait hang grand hotel
2958,Frailty,frailty crime drama thriller billpaxton billpaxton matthewmcconaughey powersboothe mysterious man arrive office FBI agent recount childhood   religious fanatic father receive vision tell destroy people fact   demon  
2959,Bitter Moon,bitter moon drama romance thriller romanpolanski hughgrant kristinscottthomas emmanuelleseigner hear story   passenger cruise ship develop irresistible infatuation eccentric paraplegic s wife
2960,The Book of Life,the book of life animation adventure comedy jorgergutirrez diegoluna zoesaldana channingtatum Manolo   young man tear fulfil expectation family follow heart   embark adventure span three fantastic world must face great fear
2961,Videodrome,videodrome horror sci fi thriller davidcronenberg jameswoods debbieharry sonjasmits programmer tv station specialize adult entertainment search producer dangerous bizarre broadcast
2962,The Croods,the croods animation action adventure kirkdemicco chrissanders nicolascage ryanreynolds cave destroy   caveman family must trek unfamiliar fantastical world help inventive boy
2963,Kung Fu Panda 2,kung fu panda   animation action adventure jenniferyuhnelson jackblack angelinajolie jackiechan po friend fight stop peacock villain conquer China deadly new weapon   first Dragon Warrior must come term past
2964,The Crying Game,the crying game crime drama romance neiljordan stephenrea jayedavidson forestwhitaker british soldier kidnap IRA soon befriend one captor   become draw soldier s world
2965,Fracture,fracture crime drama thriller gregoryhoblit anthonyhopkins ryangosling davidstrathairn attorney intend climb career ladder toward success find unlikely opponent manipulative criminal trying prosecute
2966,A River Runs Through It,a river runs through it drama robertredford craigsheffer bradpitt tomskerritt two son stern minister   one reserve   one rebellious   grow rural s Montana devoted fly fishing
2967,T2 Trainspotting,t  trainspotting comedy crime drama dannyboyle ewanmcgregor ewenbremner jonnyleemiller   year abroad   Mark Renton return Scotland reunite old friend Sick Boy   Spud   Begbie
2968,Michael Clayton,michael clayton crime drama mystery tonygilroy georgeclooney tildaswinton tomwilkinson law firm bring   fixer   remedy situation lawyer breakdown represent chemical company know guilty multibilliondollar class action suit
2969,Mean Streets,mean streets crime drama thriller martinscorsese robertdeniro harveykeitel davidproval smalltime hood try keep peace friend Johnny Johnny s creditor
2970,Dead Ringers,dead ringers drama horror thriller davidcronenberg jeremyirons genevi vebujold heidivonpalleske Twin gynecologist take full advantage fact nobody tell apart   relationship begin deteriorate woman
2971,Vanishing Point,vanishing point action crime thriller richardcsarafian barrynewman cleavonlittle charlotterampling s   car delivery driver Kowalski deliver hot rod record time always run trouble
2972,Star Trek VI: The Undiscovered Country,star trek vi  the undiscovered country action adventure sci fi nicholasmeyer williamshatner leonardnimoy deforestkelley eve retirement   Kirk McCoy charge assassinate Klingon High Chancellor imprison   Enterprise crew must help escape thwart conspiracy aim sabotage last good hope peace
2973,Beurokeo,beurokeo comedy crime drama koreedahirokazu songkang ho gangdong won baedoona young mother reconsider abandon baby   discover scheme selling foundling adoption
2974,Anthropoid,anthropoid action biography drama seanellis jamiedornan cillianmurphy briancaspe base extraordinary true story Operation Anthropoid   WWII mission assassinate SS General Reinhard Heydrich   main architect behind Final Solution Reich s third command Hitler Himmler
2975,Rise of the Guardians,rise of the guardians animation action adventure peterramsey hughjackman alecbaldwin islafisher evil spirit Pitch launch assault Earth   Immortal Guardians team protect innocence child around world
2976,The Ghost Writer,the ghost writer crime drama mystery romanpolanski ewanmcgregor piercebrosnan oliviawilliams ghost writer   hire complete memoir former british Prime Minister   uncover secret put life jeopardy
2977,Swingers,swingers comedy drama dougliman vincevaughn heathergraham jonfavreau wannabe actor hard time move breakup   lucky supportive friend
2978,The Report,the report biography crime drama scottzburns adamdriver annettebening jonhamm idealistic Senate staffer Daniel J Jones   tasked boss lead investigation CIA s post   Detention Interrogation Program   uncover shock secret
2979,Silverado,silverado action crime drama lawrencekasdan kevinkline scottglenn kevincostner misfit bunch friend come together right injustice exist small town
2980,The Best Exotic Marigold Hotel,the best exotic marigold hotel comedy drama romance johnmadden judidench billnighy maggiesmith british retiree travel India take residence believe newly restore hotel   less luxurious advertised   Marigold Hotel nevertheless slowly begin charm unexpected way
2981,Only Lovers Left Alive,only lovers left alive comedy drama fantasy jimjarmusch tildaswinton tomhiddleston miawasikowska depressed musician reunite lover   though romance   already endure several century   disrupt arrival uncontrollable young sister
2982,Wish Dragon,wish dragon animation adventure comedy chrisappelhans jimmywong johncho constancewu determined teen Din longing reconnect childhood good friend meet wishgrante dragon show magic possibility
2983,Murder on the Orient Express,murder on the orient express crime drama mystery sidneylumet albertfinney laurenbacall ingridbergman December    transcontinental luxury train strand deep snow   detective Hercule Poirot call solve murder occur car night   multitude suspect
2984,Candy,candy drama romance neilarmfield heathledger abbiecornish geoffreyrush poet fall love art student gravitate bohemian lifestyle   love heroin   hook much one another drug   relationship alternate state oblivion   selfdestruction   despair
2985,Fences,fences drama denzelwashington denzelwashington violadavis stephenmckinleyhenderson workingclass AfricanAmerican father try raise family s   come term event life
2986,Glory Road,glory road biography drama sport jamesgartner joshlucas derekluke austinnichols    Texas western coach Haskins lead first allblack start lineup college basketball team NCAA national championship
